100	100
156	44
36	164
20	180
20	180
100	100
180	20
172	28
148	52
20	180
20	180
20	180
20	180
36	164
164	36
100	100
100	100
76	124
20	180
20	180
20	180
100	100
180	20
68	132
20	180
84	116
180	20
124	76
100	100
84	116
100	100
76	124
20	180
20	180
20	180
20	180
20	180
28	172
52	148
20	180
20	180
76	124
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
76	124
100	100
148	52
148	52
36	164
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
180	20
180	20
180	20
116	84
20	180
108	92
132	68
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
148	52
100	100
100	100
100	100
100	100
44	156
20	180
20	180
20	180
20	180
20	180
20	180
132	68
180	20
84	116
20	180
20	180
20	180
20	180
20	180
20	180
92	108
28	172
20	180
20	180
20	180
20	180
20	180
116	84
172	28
180	20
180	20
180	20
180	20
180	20
180	20
172	28
100	100
100	100
148	52
116	84
100	100
172	28
108	92
100	100
100	100
100	100
100	100
100	100
92	108
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
132	68
180	20
180	20
172	28
180	20
172	28
100	100
100	100
100	100
100	100
100	100
100	100
84	116
20	180
20	180
20	180
20	180
20	180
20	180
20	180
36	164
20	180
52	148
100	100
164	36
172	28
108	92
100	100
156	44
108	92
100	100
172	28
156	44
100	100
100	100
84	116
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
44	156
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
76	124
20	180
20	180
68	132
116	84
100	100
100	100
100	100
100	100
100	100
100	100
100	100
148	52
180	20
84	116
20	180
20	180
20	180
20	180
20	180
84	116
180	20
172	28
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
132	68
140	60
180	20
180	20
180	20
116	84
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
156	44
20	180
20	180
20	180
20	180
20	180
20	180
20	180
36	164
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
148	52
180	20
164	36
148	52
124	76
172	28
100	100
100	100
148	52
180	20
180	20
36	164
20	180
20	180
20	180
20	180
20	180
148	52
180	20
180	20
180	20
180	20
180	20
132	68
20	180
20	180
20	180
20	180
20	180
36	164
108	92
100	100
68	132
20	180
20	180
60	140
44	156
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
180	20
36	164
20	180
20	180
20	180
20	180
20	180
20	180
76	124
100	100
76	124
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
20	180
36	164
100	100
100	100
140	60
180	20
132	68
20	180
20	180
20	180
52	148
172	28
28	172
20	180
20	180
20	180
20	180
20	180
20	180
180	20
100	100
36	164
20	180
20	180
20	180
20	180
20	180
68	132
100	100
