3.51	44	156
3.52	20	180
3.53	20	180
3.54	20	180
3.55	20	180
3.56	20	180
3.57	20	180
3.58	20	180
3.59	20	180
3.6	20	180
3.61	20	180
3.62	20	180
3.63	20	180
3.64	180	20
3.65	36	164
3.66	20	180
3.67	20	180
3.68	20	180
3.69	20	180
3.7	20	180
3.71	20	180
3.72	76	124
3.73	100	100
3.74	76	124
3.75	20	180
3.76	20	180
3.77	20	180
3.78	20	180
3.79	20	180
3.8	20	180
3.81	20	180
3.82	20	180
3.83	20	180
3.84	20	180
3.85	36	164
3.86	100	100
3.87	100	100
3.88	140	60
3.89	180	20
3.9	132	68
3.91	20	180
3.92	20	180
3.93	20	180
3.94	52	148
3.95	172	28
3.96	28	172
3.97	20	180
3.98	20	180
3.99	20	180
4	20	180
4.01	20	180
4.02	20	180
4.03	180	20
4.04	100	100
4.05	36	164
4.06	20	180
4.07	20	180
4.08	20	180
4.09	20	180
4.1	20	180
4.11	68	132
4.12	100	100
4.13	100	100
4.14	100	100
4.15	100	100
4.16	100	100
4.17	100	100
4.18	100	100
4.19	68	132
4.2	20	180
4.21	20	180
4.22	20	180
4.23	20	180
4.24	52	148
4.25	180	20
4.26	108	92
4.27	100	100
4.28	52	148
4.29	20	180
4.3	36	164
4.31	180	20
4.32	132	68
4.33	180	20
4.34	132	68
4.35	100	100
4.36	100	100
4.37	140	60
4.38	180	20
4.39	180	20
4.4	84	116
4.41	20	180
4.42	20	180
4.43	20	180
4.44	148	52
4.45	180	20
4.46	180	20
4.47	180	20
4.48	172	28
4.49	20	180
4.5	20	180
4.51	20	180
4.52	20	180
4.53	20	180
4.54	20	180
4.55	20	180
4.56	20	180
4.57	20	180
4.58	100	100
4.59	100	100
4.6	100	100
4.61	100	100
4.62	60	140
4.63	20	180
4.64	20	180
4.65	20	180
4.66	20	180
4.67	20	180
4.68	20	180
4.69	20	180
4.7	20	180
4.71	20	180
4.72	20	180
4.73	20	180
4.74	20	180
4.75	20	180
4.76	20	180
4.77	20	180
4.78	68	132
4.79	180	20
4.8	76	124
4.81	100	100
4.82	100	100
4.83	100	100
4.84	164	36
4.85	180	20
4.86	180	20
4.87	180	20
4.88	180	20
4.89	180	20
4.9	148	52
4.91	140	60
4.92	180	20
4.93	180	20
4.94	44	156
4.95	20	180
4.96	20	180
4.97	20	180
4.98	20	180
4.99	52	148
5	180	20
5.01	164	36
5.02	20	180
5.03	20	180
5.04	20	180
5.05	20	180
5.06	20	180
5.07	20	180
5.08	20	180
5.09	20	180
5.1	20	180
5.11	20	180
5.12	20	180
5.13	20	180
5.14	20	180
5.15	20	180
5.16	20	180
5.17	20	180
5.18	20	180
5.19	20	180
5.2	68	132
5.21	20	180
5.22	20	180
5.23	20	180
5.24	20	180
5.25	20	180
5.26	20	180
5.27	20	180
5.28	20	180
5.29	20	180
5.3	20	180
5.31	20	180
5.32	20	180
5.33	20	180
5.34	20	180
5.35	20	180
5.36	20	180
5.37	20	180
5.38	20	180
5.39	20	180
5.4	20	180
5.41	20	180
5.42	20	180
5.43	52	148
5.44	100	100
5.45	44	156
5.46	20	180
5.47	20	180
5.48	20	180
5.49	20	180
5.5	100	100
5.51	68	132
5.52	20	180
5.53	20	180
5.54	84	116
5.55	100	100
5.56	100	100
5.57	100	100
5.58	36	164
5.59	20	180
5.6	20	180
5.61	20	180
5.62	20	180
5.63	20	180
5.64	20	180
5.65	20	180
5.66	20	180
5.67	20	180
5.68	20	180
5.69	20	180
5.7	20	180
5.71	20	180
5.72	20	180
5.73	20	180
5.74	20	180
5.75	28	172
5.76	100	100
5.77	100	100
5.78	28	172
5.79	20	180
5.8	20	180
5.81	20	180
5.82	20	180
5.83	20	180
5.84	20	180
5.85	156	44
5.86	100	100
5.87	132	68
5.88	164	36
5.89	100	100
5.9	156	44
5.91	20	180
5.92	20	180
5.93	84	116
5.94	180	20
5.95	180	20
5.96	148	52
5.97	100	100
5.98	100	100
5.99	100	100
6	100	100
6.01	124	76
6.02	100	100
6.03	132	68
6.04	28	172
6.05	20	180
6.06	20	180
6.07	52	148
6.08	180	20
6.09	180	20
6.1	180	20
6.11	180	20
6.12	180	20
6.13	132	68
6.14	100	100
6.15	100	100
6.16	100	100
6.17	100	100
6.18	100	100
6.19	100	100
6.2	100	100
6.21	20	180
6.22	20	180
6.23	20	180
6.24	20	180
6.25	20	180
6.26	20	180
6.27	20	180
6.28	100	100
6.29	180	20
6.3	180	20
6.31	156	44
6.32	100	100
6.33	100	100
6.34	100	100
6.35	148	52
6.36	180	20
6.37	108	92
6.38	100	100
6.39	100	100
6.4	124	76
6.41	44	156
6.42	20	180
6.43	20	180
6.44	36	164
6.45	148	52
6.46	20	180
6.47	20	180
6.48	28	172
6.49	100	100
6.5	100	100
6.51	124	76
6.52	180	20
6.53	180	20
6.54	180	20
6.55	108	92
6.56	100	100
6.57	100	100
6.58	100	100
6.59	68	132
6.6	20	180
6.61	20	180
6.62	20	180
6.63	20	180
6.64	20	180
6.65	20	180
6.66	84	116
6.67	140	60
6.68	100	100
6.69	100	100
6.7	100	100
6.71	44	156
6.72	100	100
6.73	100	100
6.74	148	52
6.75	20	180
6.76	20	180
6.77	68	132
6.78	100	100
6.79	100	100
6.8	84	116
6.81	36	164
6.82	180	20
6.83	180	20
6.84	180	20
6.85	180	20
6.86	140	60
6.87	132	68
6.88	180	20
6.89	180	20
6.9	180	20
6.91	148	52
6.92	20	180
6.93	20	180
6.94	20	180
6.95	20	180
6.96	20	180
6.97	20	180
6.98	20	180
6.99	20	180
7	20	180
7.01	20	180
7.02	20	180
7.03	20	180
7.04	20	180
7.05	20	180
7.06	20	180
7.07	20	180
7.08	20	180
7.09	20	180
7.1	20	180
7.11	20	180
7.12	20	180
7.13	20	180
7.14	20	180
7.15	20	180
7.16	20	180
7.17	20	180
7.18	20	180
7.19	20	180
7.2	20	180
7.21	20	180
7.22	20	180
7.23	20	180
7.24	20	180
7.25	20	180
7.26	20	180
7.27	20	180
7.28	20	180
7.29	20	180
7.3	20	180
7.31	20	180
7.32	20	180
7.33	20	180
7.34	20	180
7.35	20	180
7.36	20	180
7.37	20	180
7.38	20	180
7.39	20	180
7.4	20	180
7.41	20	180
7.42	20	180
7.43	68	132
7.44	100	100
7.45	100	100
7.46	100	100
7.47	100	100
7.48	100	100
7.49	100	100
7.5	100	100
7.51	60	140
7.52	20	180
7.53	20	180
7.54	20	180
7.55	20	180
7.56	20	180
7.57	20	180
7.58	20	180
7.59	20	180
7.6	20	180
7.61	20	180
7.62	20	180
7.63	68	132
7.64	180	20
7.65	180	20
7.66	180	20
7.67	172	28
7.68	100	100
7.69	108	92
7.7	180	20
7.71	180	20
7.72	180	20
7.73	180	20
7.74	180	20
7.75	180	20
7.76	68	132
7.77	20	180
7.78	20	180
7.79	20	180
7.8	20	180
7.81	36	164
7.82	100	100
7.83	100	100
7.84	100	100
7.85	124	76
7.86	180	20
7.87	132	68
7.88	20	180
7.89	20	180
7.9	68	132
7.91	100	100
7.92	100	100
7.93	100	100
7.94	100	100
7.95	100	100
7.96	100	100
7.97	100	100
7.98	100	100
7.99	52	148
8	20	180
8.01	20	180
8.02	20	180
8.03	20	180
8.04	20	180
8.05	20	180
8.06	36	164
8.07	156	44
8.08	180	20
8.09	132	68
8.1	100	100
8.11	100	100
8.12	20	180
8.13	20	180
8.14	20	180
8.15	20	180
8.16	20	180
8.17	20	180
8.18	20	180
8.19	20	180
8.2	20	180
8.21	20	180
8.22	180	20
8.23	180	20
8.24	180	20
8.25	180	20
8.26	180	20
8.27	148	52
8.28	20	180
8.29	20	180
8.3	20	180
8.31	20	180
8.32	100	100
8.33	36	164
8.34	20	180
8.35	20	180
8.36	20	180
8.37	20	180
8.38	20	180
8.39	180	20
8.4	156	44
8.41	20	180
8.42	20	180
8.43	20	180
8.44	20	180
8.45	20	180
8.46	20	180
8.47	20	180
8.48	20	180
8.49	20	180
8.5	20	180
8.51	20	180
8.52	20	180
8.53	20	180
8.54	20	180
8.55	20	180
8.56	20	180
8.57	20	180
8.58	20	180
8.59	20	180
8.6	20	180
8.61	20	180
8.62	20	180
8.63	20	180
8.64	84	116
8.65	180	20
8.66	132	68
8.67	132	68
8.68	52	148
8.69	20	180
8.7	20	180
8.71	36	164
8.72	180	20
8.73	180	20
8.74	180	20
8.75	180	20
8.76	180	20
8.77	180	20
8.78	116	84
8.79	100	100
8.8	100	100
8.81	100	100
8.82	100	100
8.83	108	92
8.84	84	116
8.85	20	180
8.86	20	180
8.87	20	180
8.88	20	180
8.89	20	180
8.9	28	172
8.91	100	100
8.92	100	100
8.93	100	100
8.94	148	52
8.95	180	20
8.96	180	20
8.97	172	28
8.98	100	100
8.99	156	44
9	132	68
9.01	156	44
9.02	52	148
9.03	20	180
9.04	20	180
9.05	20	180
9.06	20	180
9.07	20	180
9.08	20	180
9.09	20	180
9.1	36	164
9.11	100	100
9.12	100	100
9.13	100	100
9.14	100	100
9.15	100	100
9.16	156	44
9.17	52	148
9.18	20	180
9.19	20	180
9.2	180	20
9.21	180	20
9.22	116	84
9.23	100	100
9.24	100	100
9.25	148	52
9.26	180	20
9.27	180	20
9.28	180	20
9.29	36	164
9.3	20	180
9.31	20	180
9.32	20	180
9.33	20	180
9.34	20	180
9.35	20	180
9.36	20	180
9.37	20	180
9.38	20	180
9.39	20	180
9.4	20	180
9.41	20	180
9.42	20	180
9.43	20	180
9.44	20	180
9.45	20	180
9.46	20	180
9.47	68	132
9.48	44	156
9.49	20	180
9.5	68	132
9.51	20	180
9.52	20	180
9.53	20	180
9.54	20	180
9.55	20	180
9.56	20	180
9.57	20	180
9.58	20	180
9.59	20	180
9.6	20	180
9.61	20	180
9.62	20	180
9.63	20	180
9.64	20	180
9.65	100	100
9.66	108	92
9.67	100	100
9.68	100	100
9.69	100	100
9.7	100	100
9.71	100	100
9.72	100	100
9.73	100	100
9.74	100	100
9.75	100	100
9.76	116	84
9.77	148	52
9.78	20	180
9.79	20	180
9.8	140	60
9.81	164	36
9.82	180	20
9.83	36	164
9.84	20	180
9.85	20	180
9.86	20	180
9.87	20	180
9.88	20	180
9.89	92	108
9.9	100	100
9.91	100	100
9.92	100	100
9.93	100	100
9.94	100	100
9.95	100	100
9.96	100	100
9.97	100	100
9.98	68	132
9.99	20	180
10	20	180
10.01	20	180
10.02	20	180
10.03	20	180
10.04	92	108
10.05	132	68
10.06	20	180
10.07	148	52
10.08	116	84
10.09	20	180
10.1	20	180
10.11	20	180
10.12	20	180
10.13	20	180
10.14	20	180
10.15	20	180
10.16	20	180
10.17	20	180
10.18	20	180
10.19	20	180
10.2	20	180
10.21	84	116
10.22	100	100
10.23	100	100
10.24	100	100
10.25	100	100
10.26	100	100
10.27	100	100
10.28	100	100
10.29	100	100
10.3	76	124
10.31	132	68
10.32	172	28
10.33	180	20
10.34	132	68
10.35	180	20
10.36	116	84
10.37	108	92
10.38	180	20
10.39	164	36
10.4	20	180
10.41	20	180
10.42	180	20
10.43	76	124
10.44	28	172
10.45	36	164
10.46	20	180
10.47	20	180
10.48	20	180
10.49	132	68
10.5	180	20
10.51	100	100
10.52	100	100
10.53	100	100
10.54	132	68
10.55	180	20
10.56	180	20
10.57	52	148
10.58	20	180
10.59	20	180
10.6	20	180
10.61	20	180
10.62	20	180
10.63	20	180
10.64	116	84
10.65	20	180
10.66	68	132
10.67	52	148
10.68	20	180
10.69	20	180
10.7	20	180
10.71	20	180
10.72	20	180
10.73	20	180
10.74	20	180
10.75	20	180
10.76	20	180
10.77	20	180
10.78	20	180
10.79	20	180
10.8	20	180
10.81	20	180
10.82	20	180
10.83	20	180
10.84	20	180
10.85	20	180
10.86	20	180
10.87	20	180
10.88	20	180
10.89	20	180
10.9	52	148
10.91	100	100
10.92	20	180
10.93	20	180
10.94	20	180
10.95	20	180
10.96	20	180
10.97	68	132
10.98	108	92
10.99	180	20
11	180	20
11.01	132	68
11.02	20	180
11.03	20	180
11.04	20	180
11.05	20	180
11.06	20	180
11.07	20	180
11.08	20	180
11.09	20	180
11.1	20	180
11.11	20	180
11.12	20	180
11.13	20	180
11.14	20	180
11.15	180	20
11.16	180	20
11.17	180	20
11.18	180	20
11.19	180	20
11.2	36	164
11.21	20	180
11.22	20	180
11.23	52	148
11.24	180	20
11.25	180	20
11.26	180	20
11.27	52	148
11.28	100	100
11.29	100	100
11.3	100	100
11.31	100	100
11.32	100	100
11.33	100	100
11.34	100	100
11.35	100	100
11.36	100	100
11.37	100	100
11.38	100	100
11.39	100	100
11.4	100	100
11.41	100	100
11.42	100	100
11.43	100	100
11.44	100	100
11.45	52	148
11.46	20	180
11.47	20	180
11.48	20	180
11.49	20	180
11.5	20	180
11.51	20	180
11.52	20	180
11.53	100	100
11.54	116	84
11.55	100	100
11.56	20	180
11.57	20	180
11.58	20	180
11.59	20	180
11.6	20	180
11.61	20	180
11.62	20	180
11.63	20	180
11.64	20	180
11.65	84	116
11.66	100	100
11.67	100	100
11.68	28	172
11.69	20	180
11.7	36	164
11.71	20	180
11.72	20	180
11.73	20	180
11.74	20	180
11.75	20	180
11.76	20	180
11.77	36	164
11.78	148	52
11.79	20	180
11.8	20	180
11.81	20	180
11.82	20	180
11.83	20	180
11.84	20	180
11.85	20	180
11.86	20	180
11.87	20	180
11.88	20	180
11.89	20	180
11.9	20	180
11.91	20	180
11.92	20	180
11.93	36	164
11.94	172	28
11.95	100	100
11.96	52	148
11.97	52	148
11.98	20	180
11.99	20	180
12	20	180
12.01	148	52
12.02	180	20
12.03	108	92
12.04	116	84
12.05	180	20
12.06	180	20
12.07	180	20
12.08	36	164
12.09	20	180
12.1	20	180
12.11	20	180
12.12	20	180
12.13	20	180
12.14	20	180
12.15	20	180
12.16	124	76
12.17	52	148
12.18	20	180
12.19	20	180
12.2	20	180
12.21	20	180
12.22	20	180
12.23	20	180
12.24	20	180
12.25	20	180
12.26	20	180
12.27	20	180
12.28	20	180
12.29	148	52
12.3	20	180
12.31	20	180
12.32	20	180
12.33	20	180
12.34	20	180
12.35	20	180
12.36	20	180
12.37	20	180
12.38	60	140
12.39	20	180
12.4	20	180
12.41	20	180
12.42	20	180
12.43	20	180
12.44	20	180
12.45	20	180
12.46	116	84
12.47	180	20
12.48	116	84
12.49	100	100
12.5	20	180
12.51	20	180
12.52	180	20
12.53	132	68
12.54	20	180
12.55	20	180
12.56	20	180
12.57	20	180
12.58	20	180
12.59	20	180
12.6	36	164
12.61	100	100
12.62	100	100
12.63	100	100
12.64	100	100
12.65	100	100
12.66	164	36
12.67	36	164
12.68	20	180
12.69	20	180
12.7	20	180
12.71	20	180
12.72	20	180
12.73	20	180
12.74	20	180
12.75	20	180
12.76	20	180
12.77	44	156
12.78	92	108
12.79	20	180
12.8	20	180
12.81	20	180
12.82	20	180
12.83	20	180
12.84	76	124
12.85	76	124
12.86	20	180
12.87	20	180
12.88	20	180
12.89	20	180
12.9	20	180
12.91	20	180
12.92	20	180
12.93	68	132
12.94	156	44
12.95	100	100
12.96	100	100
12.97	76	124
12.98	28	172
12.99	100	100
13	100	100
13.01	100	100
13.02	100	100
13.03	100	100
13.04	116	84
13.05	180	20
13.06	180	20
13.07	132	68
13.08	20	180
13.09	20	180
13.1	20	180
13.11	20	180
13.12	20	180
13.13	20	180
13.14	20	180
13.15	20	180
13.16	20	180
13.17	36	164
13.18	180	20
13.19	180	20
13.2	36	164
13.21	20	180
13.22	20	180
13.23	20	180
13.24	20	180
13.25	20	180
13.26	20	180
13.27	20	180
13.28	20	180
13.29	20	180
13.3	20	180
13.31	20	180
13.32	20	180
13.33	20	180
13.34	20	180
13.35	20	180
13.36	20	180
13.37	20	180
13.38	20	180
13.39	20	180
13.4	20	180
13.41	20	180
13.42	20	180
13.43	20	180
13.44	20	180
13.45	20	180
13.46	148	52
13.47	180	20
13.48	180	20
13.49	20	180
13.5	20	180
13.51	20	180
13.52	20	180
13.53	20	180
13.54	20	180
13.55	84	116
13.56	180	20
13.57	180	20
13.58	36	164
13.59	20	180
13.6	20	180
13.61	20	180
13.62	20	180
13.63	36	164
13.64	180	20
13.65	156	44
13.66	124	76
13.67	100	100
13.68	28	172
13.69	36	164
13.7	148	52
13.71	108	92
13.72	116	84
13.73	180	20
13.74	180	20
13.75	180	20
13.76	108	92
13.77	100	100
13.78	100	100
13.79	100	100
13.8	100	100
13.81	100	100
13.82	92	108
13.83	20	180
13.84	20	180
13.85	20	180
13.86	20	180
13.87	20	180
13.88	20	180
13.89	20	180
13.9	20	180
13.91	20	180
13.92	20	180
13.93	20	180
13.94	20	180
13.95	20	180
13.96	148	52
13.97	100	100
13.98	124	76
13.99	180	20
14	180	20
14.01	108	92
14.02	84	116
14.03	180	20
14.04	116	84
14.05	20	180
14.06	20	180
14.07	20	180
14.08	20	180
14.09	20	180
14.1	20	180
14.11	20	180
14.12	20	180
14.13	84	116
14.14	116	84
14.15	180	20
14.16	180	20
14.17	124	76
14.18	100	100
14.19	84	116
14.2	20	180
14.21	20	180
14.22	52	148
14.23	84	116
14.24	44	156
14.25	84	116
14.26	20	180
14.27	100	100
14.28	172	28
14.29	100	100
14.3	164	36
14.31	68	132
14.32	20	180
14.33	164	36
14.34	180	20
14.35	116	84
14.36	180	20
14.37	116	84
14.38	148	52
14.39	20	180
14.4	20	180
14.41	20	180
14.42	20	180
14.43	20	180
14.44	20	180
14.45	20	180
14.46	20	180
14.47	20	180
14.48	20	180
14.49	20	180
14.5	20	180
14.51	20	180
14.52	20	180
14.53	20	180
14.54	20	180
14.55	20	180
14.56	20	180
14.57	20	180
14.58	20	180
14.59	20	180
14.6	20	180
14.61	20	180
14.62	20	180
14.63	20	180
14.64	20	180
14.65	20	180
14.66	164	36
14.67	84	116
14.68	20	180
14.69	100	100
14.7	180	20
14.71	180	20
14.72	180	20
14.73	180	20
14.74	180	20
14.75	180	20
14.76	180	20
14.77	180	20
14.78	180	20
14.79	180	20
14.8	116	84
14.81	20	180
14.82	20	180
14.83	20	180
14.84	20	180
14.85	20	180
14.86	20	180
14.87	20	180
14.88	20	180
14.89	20	180
14.9	20	180
14.91	20	180
14.92	20	180
14.93	20	180
14.94	20	180
14.95	36	164
14.96	180	20
14.97	20	180
14.98	20	180
14.99	20	180
15	20	180
15.01	36	164
15.02	180	20
15.03	180	20
15.04	180	20
15.05	180	20
15.06	172	28
15.07	100	100
15.08	100	100
15.09	100	100
15.1	100	100
15.11	100	100
15.12	100	100
15.13	68	132
15.14	20	180
15.15	20	180
15.16	20	180
15.17	20	180
15.18	20	180
15.19	20	180
15.2	60	140
15.21	180	20
15.22	180	20
15.23	180	20
15.24	180	20
15.25	180	20
15.26	164	36
15.27	100	100
15.28	100	100
15.29	116	84
15.3	180	20
15.31	180	20
15.32	180	20
15.33	108	92
15.34	100	100
15.35	100	100
15.36	100	100
15.37	92	108
15.38	20	180
15.39	20	180
15.4	116	84
15.41	100	100
15.42	100	100
15.43	68	132
15.44	20	180
15.45	20	180
15.46	20	180
15.47	20	180
15.48	20	180
15.49	20	180
15.5	20	180
15.51	20	180
15.52	20	180
15.53	20	180
15.54	20	180
15.55	36	164
15.56	100	100
15.57	100	100
15.58	100	100
15.59	132	68
15.6	116	84
15.61	20	180
15.62	20	180
15.63	20	180
15.64	20	180
15.65	20	180
15.66	20	180
15.67	20	180
15.68	116	84
15.69	92	108
15.7	100	100
15.71	108	92
15.72	180	20
15.73	180	20
15.74	156	44
15.75	92	108
15.76	20	180
15.77	20	180
15.78	20	180
15.79	20	180
15.8	20	180
15.81	20	180
15.82	20	180
15.83	20	180
15.84	20	180
15.85	20	180
15.86	20	180
15.87	20	180
15.88	20	180
15.89	52	148
15.9	100	100
15.91	68	132
15.92	140	60
15.93	100	100
15.94	124	76
15.95	180	20
15.96	180	20
15.97	180	20
15.98	180	20
15.99	180	20
16	180	20
16.01	148	52
16.02	20	180
16.03	148	52
16.04	180	20
16.05	180	20
16.06	180	20
16.07	180	20
16.08	180	20
16.09	116	84
16.1	100	100
16.11	100	100
16.12	100	100
16.13	100	100
16.14	100	100
16.15	100	100
16.16	100	100
16.17	100	100
16.18	100	100
16.19	100	100
16.2	36	164
16.21	116	84
16.22	180	20
16.23	172	28
16.24	100	100
16.25	100	100
16.26	100	100
16.27	100	100
16.28	100	100
16.29	100	100
16.3	100	100
16.31	100	100
16.32	100	100
16.33	100	100
16.34	100	100
16.35	100	100
16.36	100	100
16.37	100	100
16.38	100	100
16.39	52	148
16.4	20	180
16.41	20	180
16.42	20	180
16.43	60	140
16.44	100	100
16.45	100	100
16.46	100	100
16.47	100	100
16.48	100	100
16.49	100	100
16.5	164	36
16.51	68	132
16.52	20	180
16.53	20	180
16.54	20	180
16.55	68	132
16.56	100	100
16.57	140	60
16.58	100	100
16.59	100	100
16.6	156	44
16.61	180	20
16.62	140	60
16.63	100	100
16.64	132	68
16.65	180	20
16.66	180	20
16.67	180	20
16.68	68	132
16.69	20	180
16.7	20	180
16.71	20	180
16.72	20	180
16.73	52	148
16.74	116	84
16.75	20	180
16.76	20	180
16.77	92	108
16.78	100	100
16.79	100	100
16.8	100	100
16.81	100	100
16.82	92	108
16.83	20	180
16.84	20	180
16.85	20	180
16.86	20	180
16.87	20	180
16.88	20	180
16.89	20	180
16.9	20	180
16.91	20	180
16.92	20	180
16.93	20	180
16.94	164	36
16.95	180	20
16.96	156	44
16.97	156	44
16.98	180	20
16.99	180	20
17	180	20
17.01	180	20
17.02	180	20
17.03	180	20
17.04	180	20
17.05	180	20
17.06	180	20
17.07	164	36
17.08	20	180
17.09	20	180
17.1	20	180
17.11	76	124
17.12	100	100
17.13	116	84
17.14	180	20
17.15	180	20
17.16	180	20
17.17	132	68
17.18	20	180
17.19	20	180
17.2	20	180
17.21	20	180
17.22	20	180
17.23	20	180
17.24	20	180
17.25	20	180
17.26	20	180
17.27	20	180
17.28	20	180
17.29	20	180
17.3	20	180
17.31	20	180
17.32	20	180
17.33	20	180
17.34	20	180
17.35	84	116
17.36	140	60
17.37	100	100
17.38	100	100
17.39	100	100
17.4	36	164
17.41	20	180
17.42	20	180
17.43	20	180
17.44	20	180
17.45	20	180
17.46	20	180
17.47	20	180
17.48	84	116
17.49	180	20
17.5	180	20
17.51	164	36
17.52	180	20
17.53	180	20
17.54	180	20
